date,type,symbol,quantity,price,amount,account
2025-07-15,BUY,DEMO-BND,1.7855,89.61,160.0,Demo 401k
2025-07-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-07-15,BUY,DEMO-VOO,0.8285,603.48,499.98,Demo Roth IRA
2025-07-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2025-07-15,BUY,DEMO-VTI,1.4535,309.59,449.99,Demo Taxable Brokerage
2025-07-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2025-08-15,BUY,DEMO-VOO,1.0806,592.24,639.97,Demo 401k
2025-08-15,BUY,DEMO-BND,1.8194,87.94,160.0,Demo 401k
2025-08-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-08-15,BUY,DEMO-VOO,0.8443,592.24,500.03,Demo Roth IRA
2025-08-15,BUY,DEMO-UNH,2.348,511.08,1200.02,Demo Roth IRA
2025-08-15,BUY,DEMO-VOO,0.0813,592.24,48.15,Demo Roth IRA
2025-08-15,BUY,DEMO-V,0.0438,329.14,14.42,Demo Roth IRA
2025-08-15,BUY,DEMO-MA,0.0313,553.85,17.34,Demo Roth IRA
2025-08-15,BUY,DEMO-PEP,0.1625,196.49,31.93,Demo Roth IRA
2025-08-15,DEPOSIT,,0,0,1700.0,Demo Roth IRA
2025-08-15,DIVIDEND,DEMO-VOO,0,0,48.12,Demo Roth IRA
2025-08-15,DIVIDEND,DEMO-V,0,0,14.4,Demo Roth IRA
2025-08-15,DIVIDEND,DEMO-MA,0,0,17.31,Demo Roth IRA
2025-08-15,DIVIDEND,DEMO-PEP,0,0,31.93,Demo Roth IRA
2025-08-15,BUY,DEMO-VTI,1.4503,310.27,449.98,Demo Taxable Brokerage
2025-08-15,BUY,DEMO-VTI,0.14,310.27,43.44,Demo Taxable Brokerage
2025-08-15,BUY,DEMO-JPM,0.24,235.47,56.51,Demo Taxable Brokerage
2025-08-15,BUY,DEMO-HD,0.22,454.61,100.01,Demo Taxable Brokerage
2025-08-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2025-08-15,DIVIDEND,DEMO-VTI,0,0,43.44,Demo Taxable Brokerage
2025-08-15,DIVIDEND,DEMO-JNJ,0,0,55.9,Demo Taxable Brokerage
2025-08-15,DIVIDEND,DEMO-PG,0,0,43.17,Demo Taxable Brokerage
2025-08-15,DIVIDEND,DEMO-KO,0,0,19.15,Demo Taxable Brokerage
2025-08-15,REINVESTMENT,DEMO-KO,0.300063,63.82,19.15,Demo Taxable Brokerage
2025-08-15,DIVIDEND,DEMO-XOM,0,0,31.25,Demo Taxable Brokerage
2025-08-15,DIVIDEND,DEMO-CVX,0,0,52.59,Demo Taxable Brokerage
2025-08-15,DIVIDEND,DEMO-JPM,0,0,56.51,Demo Taxable Brokerage
2025-08-15,DIVIDEND,DEMO-HD,0,0,100.01,Demo Taxable Brokerage
2025-08-15,DIVIDEND,DEMO-WMT,0,0,10.18,Demo Taxable Brokerage
2025-08-15,SELL,DEMO-AAPL,23.2466,208.49,4846.68,Demo Taxable Brokerage
2025-09-15,BUY,DEMO-VOO,1.1088,577.18,639.98,Demo 401k
2025-09-15,BUY,DEMO-BND,1.8478,86.59,160.0,Demo 401k
2025-09-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-09-15,BUY,DEMO-VOO,0.8663,577.18,500.01,Demo Roth IRA
2025-09-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2025-09-15,BUY,DEMO-VTI,1.4714,305.83,450.0,Demo Taxable Brokerage
2025-09-15,BUY,DEMO-WMT,34.8044,71.83,2500.0,Demo Taxable Brokerage
2025-09-15,DEPOSIT,,0,0,3000.0,Demo Taxable Brokerage
2025-10-15,BUY,DEMO-VOO,1.1336,564.55,639.97,Demo 401k
2025-10-15,BUY,DEMO-BND,1.8551,86.25,160.0,Demo 401k
2025-10-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-10-15,BUY,DEMO-VOO,0.8857,564.55,500.02,Demo Roth IRA
2025-10-15,BUY,DEMO-NVDA,1.7506,685.47,1199.98,Demo Roth IRA
2025-10-15,DEPOSIT,,0,0,1700.0,Demo Roth IRA
2025-10-15,BUY,DEMO-VTI,1.5085,298.31,450.0,Demo Taxable Brokerage
2025-10-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2025-11-15,BUY,DEMO-VOO,1.143,559.93,640.0,Demo 401k
2025-11-15,BUY,DEMO-BND,1.8359,87.15,160.0,Demo 401k
2025-11-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-11-15,BUY,DEMO-VOO,0.893,559.93,500.02,Demo Roth IRA
2025-11-15,BUY,DEMO-VOO,0.0812,559.93,45.47,Demo Roth IRA
2025-11-15,BUY,DEMO-V,0.0437,368.11,16.09,Demo Roth IRA
2025-11-15,BUY,DEMO-MA,0.0313,601.57,18.83,Demo Roth IRA
2025-11-15,BUY,DEMO-PEP,0.1625,205.72,33.43,Demo Roth IRA
2025-11-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2025-11-15,DIVIDEND,DEMO-VOO,0,0,45.49,Demo Roth IRA
2025-11-15,DIVIDEND,DEMO-V,0,0,16.1,Demo Roth IRA
2025-11-15,DIVIDEND,DEMO-MA,0,0,18.8,Demo Roth IRA
2025-11-15,DIVIDEND,DEMO-PEP,0,0,33.43,Demo Roth IRA
2025-11-15,BUY,DEMO-VTI,1.5477,290.75,449.99,Demo Taxable Brokerage
2025-11-15,BUY,DEMO-PG,14.5264,172.1,2499.99,Demo Taxable Brokerage
2025-11-15,BUY,DEMO-JPM,11.1647,223.92,2500.0,Demo Taxable Brokerage
2025-11-15,BUY,DEMO-HD,5.5045,454.17,2499.98,Demo Taxable Brokerage
2025-11-15,BUY,DEMO-VTI,0.14,290.75,40.71,Demo Taxable Brokerage
2025-11-15,BUY,DEMO-JPM,0.24,223.92,53.74,Demo Taxable Brokerage
2025-11-15,BUY,DEMO-HD,0.22,454.17,99.92,Demo Taxable Brokerage
2025-11-15,DEPOSIT,,0,0,8000.0,Demo Taxable Brokerage
2025-11-15,DIVIDEND,DEMO-VTI,0,0,40.7,Demo Taxable Brokerage
2025-11-15,DIVIDEND,DEMO-JNJ,0,0,52.78,Demo Taxable Brokerage
2025-11-15,DIVIDEND,DEMO-PG,0,0,41.3,Demo Taxable Brokerage
2025-11-15,DIVIDEND,DEMO-KO,0,0,20.3,Demo Taxable Brokerage
2025-11-15,REINVESTMENT,DEMO-KO,0.300074,67.65,20.3,Demo Taxable Brokerage
2025-11-15,DIVIDEND,DEMO-XOM,0,0,24.53,Demo Taxable Brokerage
2025-11-15,DIVIDEND,DEMO-CVX,0,0,43.6,Demo Taxable Brokerage
2025-11-15,DIVIDEND,DEMO-JPM,0,0,53.74,Demo Taxable Brokerage
2025-11-15,DIVIDEND,DEMO-HD,0,0,99.92,Demo Taxable Brokerage
2025-11-15,DIVIDEND,DEMO-WMT,0,0,9.68,Demo Taxable Brokerage
2025-12-15,BUY,DEMO-VOO,1.1299,566.42,640.0,Demo 401k
2025-12-15,BUY,DEMO-BND,1.7988,88.95,160.0,Demo 401k
2025-12-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-12-15,BUY,DEMO-VOO,0.8827,566.42,499.98,Demo Roth IRA
2025-12-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2025-12-15,BUY,DEMO-VTI,1.5721,286.25,450.01,Demo Taxable Brokerage
2025-12-15,BUY,DEMO-GOOGL,13.0589,191.44,2500.0,Demo Taxable Brokerage
2025-12-15,DEPOSIT,,0,0,3000.0,Demo Taxable Brokerage
2026-01-15,BUY,DEMO-VOO,1.0965,583.66,639.98,Demo 401k
2026-01-15,BUY,DEMO-BND,1.7608,90.87,160.0,Demo 401k
2026-01-15,DEPOSIT,,0,0,800.0,Demo 401k
2026-01-15,BUY,DEMO-VOO,0.8567,583.66,500.02,Demo Roth IRA
2026-01-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2026-01-15,BUY,DEMO-VTI,1.568,286.99,450.0,Demo Taxable Brokerage
2026-01-15,BUY,DEMO-MSFT,5.1102,489.22,2500.01,Demo Taxable Brokerage
2026-01-15,BUY,DEMO-AMZN,11.1822,223.57,2500.0,Demo Taxable Brokerage
2026-01-15,DEPOSIT,,0,0,5500.0,Demo Taxable Brokerage
2026-02-15,BUY,DEMO-VOO,1.0529,607.82,639.97,Demo 401k
2026-02-15,BUY,DEMO-BND,1.7376,92.08,160.0,Demo 401k
2026-02-15,DEPOSIT,,0,0,800.0,Demo 401k
2026-02-15,BUY,DEMO-VOO,0.8226,607.82,499.99,Demo Roth IRA
2026-02-15,BUY,DEMO-VOO,0.0813,607.82,49.42,Demo Roth IRA
2026-02-15,BUY,DEMO-V,0.0437,353.69,15.46,Demo Roth IRA
2026-02-15,BUY,DEMO-MA,0.0312,564.53,17.61,Demo Roth IRA
2026-02-15,BUY,DEMO-PEP,0.1625,199.16,32.36,Demo Roth IRA
2026-02-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2026-02-15,DIVIDEND,DEMO-VOO,0,0,49.39,Demo Roth IRA
2026-02-15,DIVIDEND,DEMO-V,0,0,15.47,Demo Roth IRA
2026-02-15,DIVIDEND,DEMO-MA,0,0,17.64,Demo Roth IRA
2026-02-15,DIVIDEND,DEMO-PEP,0,0,32.36,Demo Roth IRA
2026-02-15,BUY,DEMO-VTI,1.5332,293.51,450.01,Demo Taxable Brokerage
2026-02-15,BUY,DEMO-CVX,16.6201,150.42,2500.0,Demo Taxable Brokerage
2026-02-15,BUY,DEMO-VTI,0.14,293.51,41.09,Demo Taxable Brokerage
2026-02-15,BUY,DEMO-JPM,0.24,219.9,52.78,Demo Taxable Brokerage
2026-02-15,BUY,DEMO-HD,0.22,418.33,92.03,Demo Taxable Brokerage
2026-02-15,DEPOSIT,,0,0,3000.0,Demo Taxable Brokerage
2026-02-15,DIVIDEND,DEMO-VTI,0,0,41.09,Demo Taxable Brokerage
2026-02-15,DIVIDEND,DEMO-JNJ,0,0,51.75,Demo Taxable Brokerage
2026-02-15,DIVIDEND,DEMO-PG,0,0,42.1,Demo Taxable Brokerage
2026-02-15,DIVIDEND,DEMO-KO,0,0,21.04,Demo Taxable Brokerage
2026-02-15,REINVESTMENT,DEMO-KO,0.299971,70.14,21.04,Demo Taxable Brokerage
2026-02-15,DIVIDEND,DEMO-XOM,0,0,28.75,Demo Taxable Brokerage
2026-02-15,DIVIDEND,DEMO-CVX,0,0,54.15,Demo Taxable Brokerage
2026-02-15,DIVIDEND,DEMO-JPM,0,0,52.78,Demo Taxable Brokerage
2026-02-15,DIVIDEND,DEMO-HD,0,0,92.03,Demo Taxable Brokerage
2026-02-15,DIVIDEND,DEMO-WMT,0,0,9.89,Demo Taxable Brokerage
2026-03-15,BUY,DEMO-VOO,1.0113,632.82,639.97,Demo 401k
2026-03-15,BUY,DEMO-BND,1.7374,92.09,160.0,Demo 401k
2026-03-15,DEPOSIT,,0,0,800.0,Demo 401k
2026-03-15,BUY,DEMO-VOO,0.7901,632.82,499.99,Demo Roth IRA
2026-03-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2026-03-15,BUY,DEMO-VTI,1.4778,304.51,450.0,Demo Taxable Brokerage
2026-03-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2026-04-15,BUY,DEMO-VOO,0.9812,652.23,639.97,Demo 401k
2026-04-15,BUY,DEMO-BND,1.7592,90.95,160.0,Demo 401k
2026-04-15,DEPOSIT,,0,0,800.0,Demo 401k
2026-04-15,BUY,DEMO-VOO,0.7666,652.23,500.0,Demo Roth IRA
2026-04-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2026-04-15,BUY,DEMO-VTI,1.4185,317.24,450.0,Demo Taxable Brokerage
2026-04-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2026-05-15,BUY,DEMO-VOO,0.9678,661.31,640.02,Demo 401k
2026-05-15,BUY,DEMO-BND,1.7925,89.26,160.0,Demo 401k
2026-05-15,DEPOSIT,,0,0,800.0,Demo 401k
2026-05-15,BUY,DEMO-VOO,0.7561,661.31,500.02,Demo Roth IRA
2026-05-15,BUY,DEMO-VOO,0.0812,661.31,53.7,Demo Roth IRA
2026-05-15,BUY,DEMO-V,0.0438,346.47,15.18,Demo Roth IRA
2026-05-15,BUY,DEMO-MA,0.0313,581.63,18.21,Demo Roth IRA
2026-05-15,BUY,DEMO-PEP,0.1625,193.7,31.48,Demo Roth IRA
2026-05-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2026-05-15,DIVIDEND,DEMO-VOO,0,0,53.73,Demo Roth IRA
2026-05-15,DIVIDEND,DEMO-V,0,0,15.16,Demo Roth IRA
2026-05-15,DIVIDEND,DEMO-MA,0,0,18.18,Demo Roth IRA
2026-05-15,DIVIDEND,DEMO-PEP,0,0,31.48,Demo Roth IRA
2026-05-15,BUY,DEMO-VTI,1.3704,328.37,450.0,Demo Taxable Brokerage
2026-05-15,BUY,DEMO-VTI,0.14,328.37,45.97,Demo Taxable Brokerage
2026-05-15,BUY,DEMO-JPM,0.24,254.96,61.19,Demo Taxable Brokerage
2026-05-15,BUY,DEMO-HD,0.22,464.23,102.13,Demo Taxable Brokerage
2026-05-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2026-05-15,DIVIDEND,DEMO-VTI,0,0,45.97,Demo Taxable Brokerage
2026-05-15,DIVIDEND,DEMO-JNJ,0,0,55.72,Demo Taxable Brokerage
2026-05-15,DIVIDEND,DEMO-PG,0,0,45.07,Demo Taxable Brokerage
2026-05-15,DIVIDEND,DEMO-KO,0,0,19.93,Demo Taxable Brokerage
2026-05-15,REINVESTMENT,DEMO-KO,0.300015,66.43,19.93,Demo Taxable Brokerage
2026-05-15,DIVIDEND,DEMO-XOM,0,0,33.1,Demo Taxable Brokerage
2026-05-15,DIVIDEND,DEMO-CVX,0,0,55.33,Demo Taxable Brokerage
2026-05-15,DIVIDEND,DEMO-JPM,0,0,61.19,Demo Taxable Brokerage
2026-05-15,DIVIDEND,DEMO-HD,0,0,102.13,Demo Taxable Brokerage
2026-05-15,DIVIDEND,DEMO-WMT,0,0,10.92,Demo Taxable Brokerage
2026-06-15,BUY,DEMO-VOO,0.9718,658.58,640.01,Demo 401k
2026-06-15,BUY,DEMO-BND,1.8207,87.88,160.0,Demo 401k
2026-06-15,DEPOSIT,,0,0,800.0,Demo 401k
2026-06-15,BUY,DEMO-VOO,0.7592,658.58,499.99,Demo Roth IRA
2026-06-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2026-06-15,BUY,DEMO-VTI,1.3431,335.04,449.99,Demo Taxable Brokerage
2026-06-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2026-07-15,BUY,DEMO-VOO,0.9902,646.31,639.98,Demo 401k
2026-07-15,BUY,DEMO-BND,1.8277,87.54,160.0,Demo 401k
2026-07-15,DEPOSIT,,0,0,800.0,Demo 401k
2026-07-15,BUY,DEMO-VOO,0.7736,646.31,499.99,Demo Roth IRA
2026-07-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2026-07-15,BUY,DEMO-VTI,1.3402,335.77,450.0,Demo Taxable Brokerage
2026-07-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2026-08-15,BUY,DEMO-VOO,1.0161,629.87,640.01,Demo 401k
2026-08-15,BUY,DEMO-BND,1.8089,88.45,160.0,Demo 401k
2026-08-15,DEPOSIT,,0,0,800.0,Demo 401k
2026-08-15,BUY,DEMO-VOO,0.7938,629.87,499.99,Demo Roth IRA
2026-08-15,BUY,DEMO-VOO,0.0813,629.87,51.21,Demo Roth IRA
2026-08-15,BUY,DEMO-V,0.0437,391.58,17.11,Demo Roth IRA
2026-08-15,BUY,DEMO-MA,0.0313,655.28,20.51,Demo Roth IRA
2026-08-15,BUY,DEMO-PEP,0.1625,204.35,33.21,Demo Roth IRA
2026-08-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2026-08-15,DIVIDEND,DEMO-VOO,0,0,51.18,Demo Roth IRA
2026-08-15,DIVIDEND,DEMO-V,0,0,17.13,Demo Roth IRA
2026-08-15,DIVIDEND,DEMO-MA,0,0,20.48,Demo Roth IRA
2026-08-15,DIVIDEND,DEMO-PEP,0,0,33.21,Demo Roth IRA
2026-08-15,BUY,DEMO-VTI,1.3596,330.97,449.99,Demo Taxable Brokerage
2026-08-15,BUY,DEMO-VTI,0.14,330.97,46.34,Demo Taxable Brokerage
2026-08-15,BUY,DEMO-JPM,0.24,226.06,54.25,Demo Taxable Brokerage
2026-08-15,BUY,DEMO-HD,0.22,495.86,109.09,Demo Taxable Brokerage
2026-08-15,DEPOSIT,,0,0,4700.0,Demo Taxable Brokerage
2026-08-15,DIVIDEND,DEMO-VTI,0,0,46.34,Demo Taxable Brokerage
2026-08-15,DIVIDEND,DEMO-JNJ,0,0,57.57,Demo Taxable Brokerage
2026-08-15,DIVIDEND,DEMO-PG,0,0,45.33,Demo Taxable Brokerage
2026-08-15,DIVIDEND,DEMO-KO,0,0,20.39,Demo Taxable Brokerage
2026-08-15,REINVESTMENT,DEMO-KO,0.299985,67.97,20.39,Demo Taxable Brokerage
2026-08-15,DIVIDEND,DEMO-XOM,0,0,25.98,Demo Taxable Brokerage
2026-08-15,DIVIDEND,DEMO-CVX,0,0,45.87,Demo Taxable Brokerage
2026-08-15,DIVIDEND,DEMO-JPM,0,0,54.25,Demo Taxable Brokerage
2026-08-15,DIVIDEND,DEMO-HD,0,0,109.09,Demo Taxable Brokerage
2026-08-15,DIVIDEND,DEMO-WMT,0,0,10.97,Demo Taxable Brokerage
